# reactions: 8
Time	G1_on	P1	G2_on	P2	G2_off	G1_off	Fired Reaction
0.7115820334482005	1.0	14.0	1.0	26.0	0.0	0.0	 8
0.7152261987191237	1.0	14.0	1.0	25.0	0.0	0.0	 8
0.7154638781918102	1.0	15.0	1.0	25.0	0.0	0.0	 1
0.7208674261791986	1.0	15.0	1.0	26.0	0.0	0.0	 2
0.7220291509480034	1.0	16.0	1.0	26.0	0.0	0.0	 1
0.72251716457989	1.0	15.0	1.0	26.0	0.0	0.0	 7
0.7240110950733216	1.0	16.0	1.0	26.0	0.0	0.0	 1
0.7251964889883185	1.0	15.0	1.0	26.0	0.0	0.0	 7
0.7314974037402295	1.0	16.0	1.0	26.0	0.0	0.0	 1
0.7337595047078087	1.0	16.0	1.0	27.0	0.0	0.0	 2
0.7398739967375304	1.0	15.0	1.0	27.0	0.0	0.0	 7
0.7405186864791329	1.0	15.0	1.0	28.0	0.0	0.0	 2
0.7415472038763635	1.0	15.0	1.0	27.0	0.0	0.0	 8
0.7434100469472157	1.0	16.0	1.0	27.0	0.0	0.0	 1
0.7463085070881511	1.0	16.0	1.0	26.0	0.0	0.0	 8
0.7555170868384039	1.0	17.0	1.0	26.0	0.0	0.0	 1
0.7580907077928187	1.0	17.0	1.0	27.0	0.0	0.0	 2
0.7612120681557709	1.0	18.0	1.0	27.0	0.0	0.0	 1
0.7698390590672456	1.0	19.0	1.0	27.0	0.0	0.0	 1
0.7705268382380841	1.0	20.0	1.0	27.0	0.0	0.0	 1
0.7831345795082539	1.0	20.0	1.0	28.0	0.0	0.0	 2
0.7960755003358979	1.0	19.0	1.0	28.0	0.0	0.0	 7
0.7999471579944002	1.0	18.0	1.0	28.0	0.0	0.0	 7
0.8026142099504225	1.0	18.0	1.0	27.0	0.0	0.0	 8
0.8059497426977591	1.0	18.0	1.0	28.0	0.0	0.0	 2
0.8115948320551285	1.0	18.0	1.0	27.0	0.0	0.0	 8
0.8132182858675802	1.0	19.0	1.0	27.0	0.0	0.0	 1
0.8137402252723341	1.0	20.0	1.0	27.0	0.0	0.0	 1
0.8158613750754663	1.0	19.0	1.0	27.0	0.0	0.0	 7
0.8186676962003525	1.0	19.0	1.0	26.0	0.0	0.0	 8
0.8298802806507715	1.0	18.0	1.0	26.0	0.0	0.0	 7
0.8338748618997062	1.0	19.0	1.0	26.0	0.0	0.0	 1
0.836682565525091	1.0	19.0	1.0	27.0	0.0	0.0	 2
0.8396581878347468	1.0	19.0	1.0	28.0	0.0	0.0	 2
0.8471730220818086	1.0	18.0	1.0	28.0	0.0	0.0	 7
0.8573456953410542	1.0	18.0	1.0	29.0	0.0	0.0	 2
0.8600260853653682	1.0	18.0	1.0	28.0	0.0	0.0	 8
0.8607413149969165	1.0	19.0	1.0	28.0	0.0	0.0	 1
0.8608882610444845	1.0	19.0	1.0	29.0	0.0	0.0	 2
0.8609087220893887	1.0	19.0	1.0	28.0	0.0	0.0	 8
0.8635092604050045	1.0	19.0	1.0	27.0	0.0	0.0	 8
0.8700948458252915	1.0	18.0	1.0	27.0	0.0	0.0	 7
0.8708839266390977	1.0	18.0	1.0	28.0	0.0	0.0	 2
0.8786297447013565	1.0	19.0	1.0	28.0	0.0	0.0	 1
0.8867806882122803	1.0	19.0	1.0	27.0	0.0	0.0	 8
0.8882830449342416	1.0	19.0	1.0	28.0	0.0	0.0	 2
0.890995126774886	1.0	19.0	1.0	29.0	0.0	0.0	 2
0.8975975331525475	1.0	19.0	1.0	30.0	0.0	0.0	 2
0.8988861529805487	1.0	19.0	1.0	31.0	0.0	0.0	 2
0.9004730194394339	1.0	19.0	1.0	30.0	0.0	0.0	 8
0.9049514799035299	1.0	20.0	1.0	30.0	0.0	0.0	 1
0.9057387458182968	1.0	20.0	1.0	29.0	0.0	0.0	 8
0.9057682662873922	1.0	20.0	1.0	28.0	0.0	0.0	 8
0.91369675312187	1.0	20.0	1.0	27.0	0.0	0.0	 8
0.9146346666392389	1.0	20.0	1.0	28.0	0.0	0.0	 2
0.9290440164426169	1.0	20.0	1.0	29.0	0.0	0.0	 2
0.9325207754992804	1.0	19.0	1.0	29.0	0.0	0.0	 7
0.9404180719442616	1.0	20.0	1.0	29.0	0.0	0.0	 1
0.943218507140102	1.0	19.0	1.0	29.0	0.0	0.0	 7
0.9438274596898615	1.0	18.0	1.0	29.0	0.0	0.0	 7
0.9442474144748291	1.0	18.0	1.0	30.0	0.0	0.0	 2
0.9452074590532458	1.0	17.0	1.0	30.0	0.0	0.0	 7
0.9456977503433296	1.0	16.0	1.0	30.0	0.0	0.0	 7
0.9517319964593667	1.0	15.0	1.0	30.0	0.0	0.0	 7
0.9528691684407062	1.0	15.0	1.0	31.0	0.0	0.0	 2
0.9540372811508823	1.0	16.0	1.0	31.0	0.0	0.0	 1
0.9606734640610964	1.0	15.0	1.0	31.0	0.0	0.0	 7
0.9645138590679698	1.0	15.0	1.0	30.0	0.0	0.0	 8
0.9709260069235554	1.0	15.0	1.0	31.0	0.0	0.0	 2
0.97293914093446	1.0	15.0	1.0	32.0	0.0	0.0	 2
0.9865341209537555	1.0	15.0	1.0	33.0	0.0	0.0	 2
0.9872617939871285	1.0	16.0	1.0	33.0	0.0	0.0	 1
0.9908190613907276	1.0	15.0	1.0	33.0	0.0	0.0	 7
0.990888861670592	1.0	14.0	1.0	33.0	0.0	0.0	 7
0.9937202055734196	1.0	15.0	1.0	33.0	0.0	0.0	 1
0.995103892276624	1.0	16.0	1.0	33.0	0.0	0.0	 1
1.000212019470565	1.0	15.0	1.0	33.0	0.0	0.0	 7
1.0054536383916044	1.0	15.0	1.0	34.0	0.0	0.0	 2
1.00881572910894	1.0	15.0	1.0	33.0	0.0	0.0	 8
1.0093186291680143	1.0	16.0	1.0	33.0	0.0	0.0	 1
1.011750648299282	1.0	15.0	1.0	33.0	0.0	0.0	 7
1.0135369835671442	1.0	16.0	1.0	33.0	0.0	0.0	 1
1.017315591863771	1.0	15.0	1.0	33.0	0.0	0.0	 7
1.0334733859940481	1.0	14.0	1.0	33.0	0.0	0.0	 7
1.0386128203201963	1.0	13.0	1.0	33.0	0.0	0.0	 7
1.045081963474044	1.0	14.0	1.0	33.0	0.0	0.0	 1
1.0507440375114114	1.0	14.0	1.0	32.0	0.0	0.0	 8
1.0555053635780607	1.0	13.0	1.0	32.0	0.0	0.0	 7
1.0570486096824458	1.0	13.0	1.0	31.0	0.0	0.0	 8
1.0571875517726934	1.0	13.0	1.0	30.0	0.0	0.0	 8
1.0671163730064357	1.0	12.0	1.0	30.0	0.0	0.0	 7
1.0674316028168849	1.0	12.0	1.0	31.0	0.0	0.0	 2
1.068637902181049	1.0	12.0	1.0	32.0	0.0	0.0	 2
1.0703384875496138	1.0	12.0	1.0	33.0	0.0	0.0	 2
1.0711369434806255	1.0	13.0	1.0	33.0	0.0	0.0	 1
1.072173877798884	1.0	12.0	1.0	33.0	0.0	0.0	 7
1.0748936525914767	1.0	12.0	1.0	32.0	0.0	0.0	 8
1.076863515477534	1.0	12.0	1.0	31.0	0.0	0.0	 8
1.0874368365382332	1.0	13.0	1.0	31.0	0.0	0.0	 1
1.088009611887391	1.0	14.0	1.0	31.0	0.0	0.0	 1
1.0885977874027246	1.0	13.0	1.0	31.0	0.0	0.0	 7
1.0898248148132872	1.0	13.0	1.0	32.0	0.0	0.0	 2
1.093749224306947	1.0	14.0	1.0	32.0	0.0	0.0	 1
1.0999840554718132	1.0	15.0	1.0	32.0	0.0	0.0	 1
1.1005334003960927	1.0	14.0	1.0	32.0	0.0	0.0	 7
1.1013431844412687	1.0	14.0	1.0	33.0	0.0	0.0	 2
1.1032004135646112	1.0	14.0	1.0	34.0	0.0	0.0	 2
1.1082732139676943	1.0	14.0	1.0	35.0	0.0	0.0	 2
1.1287136999266307	1.0	14.0	1.0	34.0	0.0	0.0	 8
1.1391078778578534	1.0	15.0	1.0	34.0	0.0	0.0	 1
1.1397145672398354	1.0	16.0	1.0	34.0	0.0	0.0	 1
1.1459659692660162	1.0	16.0	1.0	35.0	0.0	0.0	 2
1.1474025620362815	1.0	15.0	1.0	35.0	0.0	0.0	 7
1.1506951456381633	1.0	15.0	1.0	34.0	0.0	0.0	 8
1.1534239438526104	1.0	16.0	1.0	34.0	0.0	0.0	 1
1.1649329333811087	1.0	16.0	1.0	33.0	0.0	0.0	 8
1.1651431889202368	1.0	16.0	1.0	32.0	0.0	0.0	 8
1.1702782678877703	1.0	16.0	1.0	33.0	0.0	0.0	 2
1.1759553332886323	1.0	17.0	1.0	33.0	0.0	0.0	 1
1.179479039879043	1.0	16.0	1.0	33.0	0.0	0.0	 7
1.1849262623739898	1.0	16.0	1.0	32.0	0.0	0.0	 8
1.18977719461432	1.0	16.0	1.0	31.0	0.0	0.0	 8
1.19306525888626	1.0	16.0	1.0	30.0	0.0	0.0	 8
1.19349280430188	1.0	15.0	1.0	30.0	0.0	0.0	 7
1.2076671663735532	1.0	15.0	1.0	31.0	0.0	0.0	 2
1.2086280375861163	1.0	14.0	1.0	31.0	0.0	0.0	 7
1.2159697269124008	1.0	14.0	1.0	32.0	0.0	0.0	 2
1.2183172247234229	1.0	14.0	1.0	31.0	0.0	0.0	 8
1.2257252573088178	1.0	15.0	1.0	31.0	0.0	0.0	 1
1.2270167047966083	1.0	16.0	1.0	31.0	0.0	0.0	 1
1.2292813129141864	1.0	16.0	1.0	30.0	0.0	0.0	 8
1.232908306315626	1.0	15.0	1.0	30.0	0.0	0.0	 7
1.2365093851754503	1.0	16.0	1.0	30.0	0.0	0.0	 1
1.2369276507892748	1.0	16.0	1.0	31.0	0.0	0.0	 2
1.2437197454859967	1.0	15.0	1.0	31.0	0.0	0.0	 7
1.2520654914336387	1.0	15.0	1.0	32.0	0.0	0.0	 2
1.2582901322640914	1.0	14.0	1.0	32.0	0.0	0.0	 7
1.266884032019625	1.0	14.0	1.0	31.0	0.0	0.0	 8
1.273013061357882	1.0	15.0	1.0	31.0	0.0	0.0	 1
1.2753815467640892	1.0	14.0	1.0	31.0	0.0	0.0	 7
1.2762520990446815	1.0	14.0	1.0	30.0	0.0	0.0	 8
1.2762532184778392	1.0	14.0	1.0	31.0	0.0	0.0	 2
1.2811405453437281	1.0	14.0	1.0	32.0	0.0	0.0	 2
1.282175034687453	1.0	14.0	1.0	31.0	0.0	0.0	 8
1.2932611397430038	1.0	14.0	1.0	32.0	0.0	0.0	 2
1.2965397943037766	1.0	15.0	1.0	32.0	0.0	0.0	 1
1.297319789174944	1.0	15.0	1.0	31.0	0.0	0.0	 8
1.299599376991975	1.0	14.0	1.0	31.0	0.0	0.0	 7
1.3030398054597712	1.0	13.0	1.0	31.0	0.0	0.0	 7
1.303052221227915	1.0	14.0	1.0	31.0	0.0	0.0	 1
1.3033183119753569	1.0	13.0	1.0	31.0	0.0	0.0	 7
1.3127416137642964	1.0	13.0	1.0	32.0	0.0	0.0	 2
1.3128420372554215	1.0	12.0	1.0	32.0	0.0	0.0	 7
1.3222507411922824	1.0	13.0	1.0	32.0	0.0	0.0	 1
1.3261652340490633	1.0	13.0	1.0	31.0	0.0	0.0	 8
1.3290205556170926	1.0	12.0	1.0	31.0	0.0	0.0	 7
1.3407078146654432	1.0	12.0	1.0	32.0	0.0	0.0	 2
1.3414197287025786	1.0	11.0	1.0	32.0	0.0	0.0	 7
1.3419329294324758	1.0	11.0	1.0	33.0	0.0	0.0	 2
1.3424885731967322	1.0	11.0	1.0	34.0	0.0	0.0	 2
1.344910800203407	1.0	11.0	1.0	33.0	0.0	0.0	 8
1.349632763506262	1.0	12.0	1.0	33.0	0.0	0.0	 1
1.351170591055702	1.0	13.0	1.0	33.0	0.0	0.0	 1
1.3530183246360925	1.0	13.0	1.0	32.0	0.0	0.0	 8
1.3600985771857057	1.0	13.0	1.0	33.0	0.0	0.0	 2
1.3651877908228642	1.0	12.0	1.0	33.0	0.0	0.0	 7
1.3703922163769748	1.0	12.0	1.0	34.0	0.0	0.0	 2
1.3726455670802473	1.0	12.0	1.0	35.0	0.0	0.0	 2
1.3797137194127074	1.0	13.0	1.0	35.0	0.0	0.0	 1
1.384044593979218	1.0	13.0	1.0	34.0	0.0	0.0	 8
1.3872472017083584	1.0	14.0	1.0	34.0	0.0	0.0	 1
1.3896509974308182	1.0	15.0	1.0	34.0	0.0	0.0	 1
1.3905001614706944	1.0	15.0	1.0	33.0	0.0	0.0	 8
1.394353690218959	1.0	15.0	1.0	32.0	0.0	0.0	 8
1.3945870791946466	1.0	15.0	1.0	33.0	0.0	0.0	 2
1.4052868620823324	1.0	15.0	1.0	34.0	0.0	0.0	 2
1.4062146604074897	1.0	15.0	1.0	35.0	0.0	0.0	 2
1.4085599329542597	1.0	14.0	1.0	35.0	0.0	0.0	 7
1.4112655456885648	1.0	14.0	1.0	36.0	0.0	0.0	 2
1.4136514661546786	1.0	13.0	1.0	36.0	0.0	0.0	 7
1.4203402607652098	1.0	13.0	1.0	35.0	0.0	0.0	 8
1.4244880058828266	1.0	12.0	1.0	35.0	0.0	0.0	 7
1.4253125043154706	1.0	11.0	1.0	35.0	0.0	0.0	 7
1.4294234497611444	1.0	11.0	1.0	36.0	0.0	0.0	 2
1.4330059578501848	1.0	12.0	1.0	36.0	0.0	0.0	 1
1.4330862412893455	1.0	12.0	1.0	35.0	0.0	0.0	 8
1.437472675145285	1.0	11.0	1.0	35.0	0.0	0.0	 7
1.4390758618677404	1.0	11.0	1.0	34.0	0.0	0.0	 8
1.4393237081760037	1.0	10.0	1.0	34.0	0.0	0.0	 7
1.4395436041187746	1.0	9.0	1.0	34.0	0.0	0.0	 7
1.4395696561678795	1.0	10.0	1.0	34.0	0.0	0.0	 1
1.4428467909299993	1.0	11.0	1.0	34.0	0.0	0.0	 1
1.445101790402111	1.0	12.0	1.0	34.0	0.0	0.0	 1
1.449420412480371	1.0	13.0	1.0	34.0	0.0	0.0	 1
1.4500957529422673	1.0	12.0	1.0	34.0	0.0	0.0	 7
1.463990869153405	1.0	12.0	1.0	33.0	0.0	0.0	 8
1.4650029136043656	1.0	11.0	1.0	33.0	0.0	0.0	 7
1.4652668331477707	1.0	11.0	1.0	34.0	0.0	0.0	 2
1.4661589821589662	1.0	12.0	1.0	34.0	0.0	0.0	 1
1.4694085078550512	1.0	11.0	1.0	34.0	0.0	0.0	 7
1.4725021555717162	1.0	11.0	1.0	35.0	0.0	0.0	 2
1.4752292955902409	1.0	11.0	1.0	36.0	0.0	0.0	 2
1.4792565251870111	1.0	11.0	1.0	37.0	0.0	0.0	 2
1.481064955435349	1.0	11.0	1.0	36.0	0.0	0.0	 8
1.4945874508750785	1.0	11.0	1.0	35.0	0.0	0.0	 8
1.4946487504009764	1.0	11.0	1.0	36.0	0.0	0.0	 2
1.4959016290332372	1.0	11.0	1.0	37.0	0.0	0.0	 2
1.501324183354771	1.0	11.0	1.0	38.0	0.0	0.0	 2
1.5019857531627692	1.0	12.0	1.0	38.0	0.0	0.0	 1
1.5197595393590222	1.0	11.0	1.0	38.0	0.0	0.0	 7
1.5243255065215195	1.0	12.0	1.0	38.0	0.0	0.0	 1
1.5267437840761395	1.0	12.0	1.0	39.0	0.0	0.0	 2
1.5277347144927012	1.0	12.0	1.0	40.0	0.0	0.0	 2
1.5321742632875937	1.0	12.0	1.0	41.0	0.0	0.0	 2
1.538518743550316	1.0	12.0	1.0	40.0	0.0	0.0	 8
1.5470271627380259	1.0	11.0	1.0	40.0	0.0	0.0	 7
1.5532554780906376	1.0	10.0	1.0	40.0	0.0	0.0	 7
1.5563824601002447	1.0	10.0	1.0	41.0	0.0	0.0	 2
1.5608026533057573	1.0	9.0	1.0	41.0	0.0	0.0	 7
1.561037352030758	1.0	10.0	1.0	41.0	0.0	0.0	 1
1.5619140003768621	1.0	9.0	1.0	41.0	0.0	0.0	 7
1.5683626732802687	1.0	10.0	1.0	41.0	0.0	0.0	 1
1.5687514961791436	1.0	10.0	1.0	42.0	0.0	0.0	 2
1.568864851587648	1.0	11.0	1.0	42.0	0.0	0.0	 1
1.57202651686498	1.0	11.0	1.0	41.0	0.0	0.0	 8
1.5754424549138981	1.0	11.0	1.0	40.0	0.0	0.0	 8
1.5757342496385947	1.0	10.0	1.0	40.0	0.0	0.0	 7
1.5784455707296405	1.0	11.0	1.0	40.0	0.0	0.0	 1
1.5802394368310546	1.0	12.0	1.0	40.0	0.0	0.0	 1
1.5808234491113864	1.0	12.0	1.0	39.0	0.0	0.0	 8
1.5833864232816828	1.0	12.0	1.0	38.0	0.0	0.0	 8
1.586510011376097	1.0	12.0	1.0	39.0	0.0	0.0	 2
1.5898157079187731	1.0	13.0	1.0	39.0	0.0	0.0	 1
1.597871846778692	1.0	13.0	1.0	40.0	0.0	0.0	 2
1.6035812137536936	1.0	13.0	1.0	39.0	0.0	0.0	 8
1.6049918440868165	1.0	13.0	1.0	38.0	0.0	0.0	 8
1.6067284335490344	1.0	13.0	1.0	37.0	0.0	0.0	 8
1.6112151745175007	1.0	13.0	1.0	38.0	0.0	0.0	 2
1.6237585515526456	1.0	12.0	1.0	38.0	0.0	0.0	 7
1.6243899521044878	1.0	11.0	1.0	38.0	0.0	0.0	 7
1.6265414465648544	1.0	12.0	1.0	38.0	0.0	0.0	 1
1.6391428676476099	1.0	11.0	1.0	38.0	0.0	0.0	 7
1.6427237972412372	1.0	10.0	1.0	38.0	0.0	0.0	 7
1.6440221511578905	1.0	10.0	1.0	37.0	0.0	0.0	 8
1.6452662741186483	1.0	10.0	1.0	36.0	0.0	0.0	 8
1.6467711511829	1.0	11.0	1.0	36.0	0.0	0.0	 1
1.6514227534028878	1.0	11.0	1.0	37.0	0.0	0.0	 2
1.6528758870037568	1.0	12.0	1.0	37.0	0.0	0.0	 1
