# reactions: 8
Time	G1_on	P1	G2_on	P2	G2_off	G1_off	Fired Reaction
0.0	1.0	13.0	0.0	14.0	1.0	0.0	 0
0.0010890682092963126	1.0	14.0	0.0	14.0	1.0	0.0	 1
0.03945470972608994	1.0	13.0	0.0	14.0	1.0	0.0	 7
0.04118865602435917	1.0	13.0	0.0	13.0	1.0	0.0	 8
0.04742503216551131	1.0	13.0	0.0	12.0	1.0	0.0	 8
0.05342118611506814	1.0	12.0	0.0	12.0	1.0	0.0	 7
0.06155377144231948	1.0	13.0	0.0	12.0	1.0	0.0	 1
0.08462200369402365	1.0	12.0	0.0	12.0	1.0	0.0	 7
0.08800746048670353	1.0	11.0	0.0	12.0	1.0	0.0	 7
0.09128861111433474	1.0	12.0	0.0	12.0	1.0	0.0	 1
0.09193598076825125	1.0	11.0	0.0	12.0	1.0	0.0	 7
0.0964639175334206	1.0	12.0	0.0	12.0	1.0	0.0	 1
0.09910521793513903	1.0	13.0	0.0	12.0	1.0	0.0	 1
0.11086719024718183	1.0	13.0	0.0	11.0	1.0	0.0	 8
0.1113702962510191	1.0	14.0	0.0	11.0	1.0	0.0	 1
0.11537511772642953	1.0	13.0	0.0	11.0	1.0	0.0	 7
0.13520359129166948	1.0	14.0	0.0	11.0	1.0	0.0	 1
0.13656052123213414	1.0	13.0	0.0	11.0	1.0	0.0	 7
0.13707903683282002	1.0	14.0	0.0	11.0	1.0	0.0	 1
0.14203953686006807	1.0	13.0	0.0	11.0	1.0	0.0	 7
0.1473210726804735	1.0	12.0	0.0	11.0	1.0	0.0	 7
0.1560607094031498	1.0	12.0	0.0	10.0	1.0	0.0	 8
0.1585299007343474	1.0	13.0	0.0	10.0	1.0	0.0	 1
0.16179743809567507	1.0	14.0	0.0	10.0	1.0	0.0	 1
0.16427962977098495	1.0	13.0	0.0	10.0	1.0	0.0	 7
0.16971771844312825	1.0	14.0	0.0	10.0	1.0	0.0	 1
0.1762086632848575	1.0	13.0	0.0	10.0	1.0	0.0	 7
0.18092146571019416	1.0	14.0	0.0	10.0	1.0	0.0	 1
0.1950891105105154	1.0	13.0	0.0	10.0	1.0	0.0	 7
0.20436780329534104	1.0	12.0	0.0	10.0	1.0	0.0	 7
0.20740794245594116	1.0	12.0	0.0	9.0	1.0	0.0	 8
0.20776415551979532	1.0	13.0	0.0	9.0	1.0	0.0	 1
0.21338571625347735	1.0	12.0	0.0	9.0	1.0	0.0	 7
0.21472569205181655	1.0	11.0	0.0	9.0	1.0	0.0	 7
0.22767290796799433	1.0	12.0	0.0	9.0	1.0	0.0	 1
0.23567860287406678	1.0	11.0	0.0	9.0	1.0	0.0	 7
0.24124362226232982	1.0	12.0	0.0	9.0	1.0	0.0	 1
0.25095735313334366	1.0	13.0	0.0	9.0	1.0	0.0	 1
0.25487536702203795	1.0	12.0	0.0	9.0	1.0	0.0	 7
0.266666529366458	1.0	13.0	0.0	9.0	1.0	0.0	 1
0.2689244249344969	1.0	14.0	0.0	9.0	1.0	0.0	 1
0.28644733820570856	1.0	13.0	0.0	9.0	1.0	0.0	 7
0.3013536548376033	1.0	12.0	0.0	9.0	1.0	0.0	 7
0.3058610030363123	1.0	13.0	0.0	9.0	1.0	0.0	 1
0.31832621441343684	1.0	12.0	0.0	9.0	1.0	0.0	 7
0.32443022080313777	1.0	13.0	0.0	9.0	1.0	0.0	 1
0.326294071703095	1.0	15.0	1.0	9.0	0.0	0.0	 5
0.3540580509421331	1.0	14.0	1.0	9.0	0.0	0.0	 7
0.3561742644644667	1.0	13.0	1.0	9.0	0.0	0.0	 7
0.35844654982443724	1.0	14.0	1.0	9.0	0.0	0.0	 1
0.36538328230605743	1.0	14.0	1.0	10.0	0.0	0.0	 2
0.36554689571804966	1.0	13.0	1.0	10.0	0.0	0.0	 7
0.3658343631015875	1.0	14.0	1.0	10.0	0.0	0.0	 1
0.367148004001305	1.0	14.0	1.0	11.0	0.0	0.0	 2
0.37403664569026973	1.0	13.0	1.0	11.0	0.0	0.0	 7
0.3768715585930849	1.0	12.0	1.0	11.0	0.0	0.0	 7
0.38050009014541497	1.0	12.0	1.0	12.0	0.0	0.0	 2
0.38471100007990555	1.0	12.0	1.0	13.0	0.0	0.0	 2
0.3928237085880889	1.0	11.0	1.0	13.0	0.0	0.0	 7
0.39687819416273196	1.0	10.0	1.0	13.0	0.0	0.0	 7
0.39928927636843	1.0	11.0	1.0	13.0	0.0	0.0	 1
0.4028868078459508	1.0	11.0	1.0	14.0	0.0	0.0	 2
0.40781823677023815	1.0	11.0	1.0	15.0	0.0	0.0	 2
0.40850039928322524	1.0	11.0	1.0	16.0	0.0	0.0	 2
0.4087099355156237	1.0	12.0	1.0	16.0	0.0	0.0	 1
0.40926277091739466	1.0	12.0	1.0	17.0	0.0	0.0	 2
0.4105360473488478	1.0	12.0	1.0	16.0	0.0	0.0	 8
0.41298944694503364	1.0	13.0	1.0	16.0	0.0	0.0	 1
0.4275264136403596	1.0	14.0	1.0	16.0	0.0	0.0	 1
0.43739947305007454	1.0	15.0	1.0	16.0	0.0	0.0	 1
0.44312462208838427	1.0	15.0	1.0	15.0	0.0	0.0	 8
0.4436944377353316	1.0	15.0	1.0	16.0	0.0	0.0	 2
0.44402231811572435	1.0	14.0	1.0	16.0	0.0	0.0	 7
0.44905406715155305	1.0	15.0	1.0	16.0	0.0	0.0	 1
0.4556366372347968	1.0	15.0	1.0	17.0	0.0	0.0	 2
0.4567829357574344	1.0	14.0	1.0	17.0	0.0	0.0	 7
0.4573623968161366	1.0	15.0	1.0	17.0	0.0	0.0	 1
0.4619528686357903	1.0	14.0	1.0	17.0	0.0	0.0	 7
0.46525797066230007	1.0	14.0	1.0	18.0	0.0	0.0	 2
0.46760299037621456	1.0	13.0	1.0	18.0	0.0	0.0	 7
0.47448110625342943	1.0	14.0	1.0	18.0	0.0	0.0	 1
0.4763789860241868	1.0	14.0	1.0	19.0	0.0	0.0	 2
0.4786301990540773	1.0	15.0	1.0	19.0	0.0	0.0	 1
0.48626669229845715	1.0	15.0	1.0	18.0	0.0	0.0	 8
0.4922811660033035	1.0	16.0	1.0	18.0	0.0	0.0	 1
0.4930230936115313	1.0	16.0	1.0	17.0	0.0	0.0	 8
0.495840212886358	1.0	17.0	1.0	17.0	0.0	0.0	 1
0.49866237184323303	1.0	17.0	1.0	18.0	0.0	0.0	 2
0.5093059306496975	1.0	17.0	1.0	17.0	0.0	0.0	 8
0.5093266200189421	1.0	16.0	1.0	17.0	0.0	0.0	 7
0.5110497874454834	1.0	15.0	1.0	17.0	0.0	0.0	 7
0.5119962323629706	1.0	14.0	1.0	17.0	0.0	0.0	 7
0.5123395156544956	1.0	14.0	1.0	18.0	0.0	0.0	 2
0.5166383151214882	1.0	15.0	1.0	18.0	0.0	0.0	 1
0.5219087689291249	1.0	14.0	1.0	18.0	0.0	0.0	 7
0.527618226347027	1.0	14.0	1.0	19.0	0.0	0.0	 2
0.5297364627383948	1.0	13.0	1.0	19.0	0.0	0.0	 7
0.5368620323296226	1.0	14.0	1.0	19.0	0.0	0.0	 1
0.5393127590198563	1.0	14.0	1.0	20.0	0.0	0.0	 2
0.5395233893925886	1.0	13.0	1.0	20.0	0.0	0.0	 7
0.5443968095587459	1.0	13.0	1.0	21.0	0.0	0.0	 2
0.5547272107453917	1.0	12.0	1.0	21.0	0.0	0.0	 7
0.5557267938977344	1.0	12.0	1.0	22.0	0.0	0.0	 2
0.559948247178856	1.0	12.0	1.0	21.0	0.0	0.0	 8
0.5672714330927421	1.0	12.0	1.0	22.0	0.0	0.0	 2
0.5744476406264585	1.0	11.0	1.0	22.0	0.0	0.0	 7
0.5753317822101062	1.0	11.0	1.0	23.0	0.0	0.0	 2
0.5771594116197744	1.0	11.0	1.0	24.0	0.0	0.0	 2
0.5776997433785738	1.0	10.0	1.0	24.0	0.0	0.0	 7
0.5844978282764179	1.0	10.0	1.0	23.0	0.0	0.0	 8
0.5881221652130616	1.0	10.0	1.0	24.0	0.0	0.0	 2
0.5881828380050064	1.0	11.0	1.0	24.0	0.0	0.0	 1
0.5884040238755511	1.0	11.0	1.0	23.0	0.0	0.0	 8
0.5922147062281777	1.0	11.0	1.0	24.0	0.0	0.0	 2
0.593983609179101	1.0	11.0	1.0	23.0	0.0	0.0	 8
0.5985617217749901	1.0	12.0	1.0	23.0	0.0	0.0	 1
0.6018692542638541	1.0	12.0	1.0	22.0	0.0	0.0	 8
0.6024956440162117	1.0	12.0	1.0	21.0	0.0	0.0	 8
0.6077099969932134	1.0	12.0	1.0	22.0	0.0	0.0	 2
0.609788796490334	1.0	11.0	1.0	22.0	0.0	0.0	 7
0.612760467969221	1.0	10.0	1.0	22.0	0.0	0.0	 7
0.6142881843869057	1.0	11.0	1.0	22.0	0.0	0.0	 1
0.6272117706484115	1.0	11.0	1.0	23.0	0.0	0.0	 2
0.6278314122671327	1.0	10.0	1.0	23.0	0.0	0.0	 7
0.6345025656721834	1.0	11.0	1.0	23.0	0.0	0.0	 1
0.636225137459892	1.0	12.0	1.0	23.0	0.0	0.0	 1
0.6390760034309007	1.0	11.0	1.0	23.0	0.0	0.0	 7
0.6403879219897033	1.0	12.0	1.0	23.0	0.0	0.0	 1
0.6468981185850496	1.0	11.0	1.0	23.0	0.0	0.0	 7
0.6554667427012132	1.0	12.0	1.0	23.0	0.0	0.0	 1
0.659204026407675	1.0	13.0	1.0	23.0	0.0	0.0	 1
0.6711188876779907	1.0	13.0	1.0	24.0	0.0	0.0	 2
0.6717853321874531	1.0	13.0	1.0	25.0	0.0	0.0	 2
0.6727849287473573	1.0	14.0	1.0	25.0	0.0	0.0	 1
0.6728968781155528	1.0	14.0	1.0	26.0	0.0	0.0	 2
0.675993275778645	1.0	14.0	1.0	27.0	0.0	0.0	 2
0.6813223071694909	1.0	14.0	1.0	26.0	0.0	0.0	 8
0.6841930781643187	1.0	13.0	1.0	26.0	0.0	0.0	 7
0.6865581242933831	1.0	14.0	1.0	26.0	0.0	0.0	 1
0.6937533007813189	1.0	14.0	1.0	27.0	0.0	0.0	 2
