# reactions: 12
Time	G1_on	P1	G2_on	P2	G3_on	P3	G1_off	G2_off	G3_off	Fired Reaction
0.0	0.0	5.0	0.0	19.0	0.0	8.0	1.0	1.0	1.0	 0
0.01091402654459005	0.0	5.0	0.0	18.0	0.0	8.0	1.0	1.0	1.0	 11
0.03291304343501978	0.0	4.0	0.0	18.0	0.0	8.0	1.0	1.0	1.0	 10
0.05398785400831618	0.0	3.0	0.0	18.0	0.0	8.0	1.0	1.0	1.0	 10
0.05597721046785612	0.0	3.0	0.0	18.0	0.0	7.0	1.0	1.0	1.0	 12
0.05936141850909595	0.0	2.0	0.0	18.0	0.0	7.0	1.0	1.0	1.0	 10
0.06710114472566106	0.0	2.0	0.0	17.0	0.0	7.0	1.0	1.0	1.0	 11
0.09737872430082656	0.0	2.0	0.0	17.0	0.0	6.0	1.0	1.0	1.0	 12
0.12122251172082626	0.0	2.0	0.0	17.0	0.0	5.0	1.0	1.0	1.0	 12
0.16226846984270496	0.0	2.0	0.0	17.0	0.0	4.0	1.0	1.0	1.0	 12
0.17863831058272012	0.0	2.0	0.0	16.0	0.0	4.0	1.0	1.0	1.0	 11
0.23046002650635744	0.0	2.0	0.0	15.0	0.0	4.0	1.0	1.0	1.0	 11
0.27876474209502633	0.0	3.0	0.0	15.0	1.0	4.0	1.0	1.0	0.0	 9
0.30919481995716436	0.0	3.0	0.0	15.0	1.0	5.0	1.0	1.0	0.0	 3
0.31764795589985273	0.0	3.0	0.0	15.0	1.0	6.0	1.0	1.0	0.0	 3
0.31920372505685096	0.0	3.0	0.0	15.0	1.0	7.0	1.0	1.0	0.0	 3
0.3222984527342811	0.0	3.0	0.0	15.0	1.0	8.0	1.0	1.0	0.0	 3
0.32759706558243173	0.0	3.0	0.0	15.0	1.0	7.0	1.0	1.0	0.0	 12
0.33170115154317525	0.0	2.0	0.0	15.0	1.0	7.0	1.0	1.0	0.0	 10
0.341825819640883	0.0	2.0	0.0	14.0	1.0	7.0	1.0	1.0	0.0	 11
0.3508458929387727	0.0	2.0	0.0	14.0	1.0	6.0	1.0	1.0	0.0	 12
0.3727746698860508	0.0	2.0	0.0	14.0	1.0	7.0	1.0	1.0	0.0	 3
0.37940049047174573	0.0	2.0	0.0	14.0	1.0	8.0	1.0	1.0	0.0	 3
0.3802348415025497	0.0	2.0	0.0	14.0	1.0	9.0	1.0	1.0	0.0	 3
0.3802645792619329	0.0	2.0	0.0	14.0	1.0	8.0	1.0	1.0	0.0	 12
0.39587099963220646	0.0	2.0	0.0	14.0	1.0	9.0	1.0	1.0	0.0	 3
0.396199223666535	0.0	2.0	0.0	14.0	1.0	10.0	1.0	1.0	0.0	 3
0.4010339619367893	0.0	2.0	0.0	14.0	1.0	11.0	1.0	1.0	0.0	 3
0.4277341490679319	0.0	2.0	0.0	14.0	1.0	10.0	1.0	1.0	0.0	 12
0.4300579525007953	0.0	2.0	0.0	14.0	1.0	11.0	1.0	1.0	0.0	 3
0.4361987970203073	0.0	2.0	0.0	14.0	1.0	12.0	1.0	1.0	0.0	 3
0.4432694147025584	0.0	2.0	0.0	14.0	1.0	13.0	1.0	1.0	0.0	 3
0.4454159965574267	0.0	2.0	0.0	14.0	1.0	12.0	1.0	1.0	0.0	 12
0.44577127292977453	0.0	2.0	0.0	13.0	1.0	12.0	1.0	1.0	0.0	 11
0.45080940762080757	0.0	2.0	0.0	13.0	1.0	11.0	1.0	1.0	0.0	 12
0.45271922529527747	0.0	2.0	0.0	13.0	1.0	12.0	1.0	1.0	0.0	 3
0.45383350217042884	0.0	2.0	0.0	13.0	1.0	11.0	1.0	1.0	0.0	 12
0.45420541095316436	0.0	2.0	0.0	13.0	1.0	12.0	1.0	1.0	0.0	 3
0.46347068927587354	0.0	2.0	0.0	13.0	1.0	13.0	1.0	1.0	0.0	 3
0.4652578942464798	0.0	2.0	0.0	13.0	1.0	14.0	1.0	1.0	0.0	 3
0.47236367344236896	0.0	2.0	0.0	13.0	1.0	13.0	1.0	1.0	0.0	 12
0.4835069530195316	0.0	2.0	0.0	13.0	1.0	12.0	1.0	1.0	0.0	 12
0.5054910795923556	0.0	2.0	0.0	13.0	1.0	11.0	1.0	1.0	0.0	 12
0.5364467152705998	0.0	2.0	0.0	13.0	1.0	12.0	1.0	1.0	0.0	 3
0.5389307622957108	0.0	2.0	0.0	13.0	1.0	13.0	1.0	1.0	0.0	 3
0.5487018421628876	0.0	2.0	0.0	13.0	1.0	12.0	1.0	1.0	0.0	 12
0.5561409195088994	0.0	2.0	0.0	13.0	1.0	13.0	1.0	1.0	0.0	 3
0.5567686337379587	0.0	2.0	0.0	13.0	1.0	14.0	1.0	1.0	0.0	 3
0.5689177576757332	0.0	2.0	0.0	13.0	1.0	15.0	1.0	1.0	0.0	 3
0.5717497793584632	0.0	2.0	0.0	13.0	1.0	14.0	1.0	1.0	0.0	 12
0.5728163078574335	0.0	1.0	0.0	13.0	1.0	14.0	1.0	1.0	0.0	 10
0.5733528813373459	0.0	1.0	0.0	13.0	1.0	15.0	1.0	1.0	0.0	 3
0.5860840654380943	0.0	1.0	0.0	13.0	1.0	14.0	1.0	1.0	0.0	 12
0.5863653956175685	0.0	1.0	0.0	13.0	1.0	15.0	1.0	1.0	0.0	 3
0.5890021419357409	0.0	1.0	0.0	13.0	1.0	14.0	1.0	1.0	0.0	 12
0.6067146999193298	0.0	1.0	0.0	13.0	1.0	15.0	1.0	1.0	0.0	 3
0.6235558204046356	0.0	1.0	0.0	13.0	1.0	16.0	1.0	1.0	0.0	 3
0.6247069515183423	0.0	1.0	0.0	13.0	1.0	17.0	1.0	1.0	0.0	 3
0.625767879182772	0.0	1.0	0.0	13.0	1.0	18.0	1.0	1.0	0.0	 3
0.635034529675826	0.0	1.0	0.0	13.0	1.0	19.0	1.0	1.0	0.0	 3
0.6407194761539345	0.0	1.0	0.0	13.0	1.0	18.0	1.0	1.0	0.0	 12
0.6567845336547754	0.0	1.0	0.0	13.0	1.0	19.0	1.0	1.0	0.0	 3
0.6568184901146227	0.0	1.0	0.0	13.0	1.0	18.0	1.0	1.0	0.0	 12
0.6586406193848682	0.0	1.0	0.0	13.0	1.0	17.0	1.0	1.0	0.0	 12
0.6865585676426499	0.0	1.0	0.0	13.0	1.0	18.0	1.0	1.0	0.0	 3
0.6876911288911616	0.0	1.0	0.0	13.0	1.0	19.0	1.0	1.0	0.0	 3
0.6978273021127166	0.0	1.0	0.0	13.0	1.0	18.0	1.0	1.0	0.0	 12
0.7135435745875214	0.0	1.0	0.0	12.0	1.0	18.0	1.0	1.0	0.0	 11
0.7275205405628975	0.0	1.0	0.0	12.0	1.0	17.0	1.0	1.0	0.0	 12
0.7543258191174309	0.0	1.0	0.0	12.0	1.0	18.0	1.0	1.0	0.0	 3
0.7573233184333994	0.0	1.0	0.0	12.0	1.0	19.0	1.0	1.0	0.0	 3
0.7590292756317756	0.0	1.0	0.0	12.0	1.0	20.0	1.0	1.0	0.0	 3
0.7604153824658272	0.0	1.0	0.0	12.0	1.0	19.0	1.0	1.0	0.0	 12
0.7629175937762558	0.0	1.0	0.0	12.0	1.0	18.0	1.0	1.0	0.0	 12
0.7720218895537243	0.0	1.0	0.0	12.0	1.0	17.0	1.0	1.0	0.0	 12
0.7947609823677136	0.0	1.0	0.0	12.0	1.0	18.0	1.0	1.0	0.0	 3
0.8027737616793009	0.0	1.0	0.0	12.0	1.0	19.0	1.0	1.0	0.0	 3
0.8048012702951519	0.0	1.0	0.0	12.0	1.0	20.0	1.0	1.0	0.0	 3
0.8115205675476561	0.0	1.0	0.0	12.0	1.0	19.0	1.0	1.0	0.0	 12
0.8342577576978875	0.0	1.0	0.0	12.0	1.0	18.0	1.0	1.0	0.0	 12
0.8344366132612407	0.0	1.0	0.0	12.0	1.0	17.0	1.0	1.0	0.0	 12
0.8356051935499215	0.0	1.0	0.0	12.0	1.0	16.0	1.0	1.0	0.0	 12
0.8366750564522416	0.0	1.0	0.0	12.0	1.0	15.0	1.0	1.0	0.0	 12
0.8382718118788038	0.0	1.0	0.0	12.0	1.0	14.0	1.0	1.0	0.0	 12
0.8602510583001909	0.0	1.0	0.0	12.0	1.0	13.0	1.0	1.0	0.0	 12
0.8641964307721967	0.0	1.0	0.0	12.0	1.0	14.0	1.0	1.0	0.0	 3
0.8702711598906121	0.0	1.0	0.0	12.0	1.0	15.0	1.0	1.0	0.0	 3
0.8819413733283851	0.0	1.0	0.0	12.0	1.0	14.0	1.0	1.0	0.0	 12
0.8835849882321538	0.0	1.0	0.0	12.0	1.0	15.0	1.0	1.0	0.0	 3
0.9123587002239523	0.0	1.0	0.0	12.0	1.0	16.0	1.0	1.0	0.0	 3
0.9290909093800513	0.0	1.0	0.0	12.0	1.0	15.0	1.0	1.0	0.0	 12
0.9321210279150972	0.0	1.0	0.0	12.0	1.0	16.0	1.0	1.0	0.0	 3
0.9360679916835928	0.0	1.0	0.0	12.0	1.0	15.0	1.0	1.0	0.0	 12
0.9383827704748172	0.0	1.0	0.0	11.0	1.0	15.0	1.0	1.0	0.0	 11
0.9535760496084614	0.0	0.0	0.0	11.0	1.0	15.0	1.0	1.0	0.0	 10
0.9571390502195246	0.0	0.0	0.0	11.0	1.0	16.0	1.0	1.0	0.0	 3
0.9677764976250908	0.0	0.0	0.0	11.0	1.0	15.0	1.0	1.0	0.0	 12
0.9695330615786543	0.0	0.0	0.0	11.0	1.0	16.0	1.0	1.0	0.0	 3
0.9771895727004679	0.0	0.0	0.0	11.0	1.0	15.0	1.0	1.0	0.0	 12
0.9889664737977776	0.0	0.0	0.0	11.0	1.0	14.0	1.0	1.0	0.0	 12
0.9960695722996697	0.0	0.0	0.0	11.0	1.0	13.0	1.0	1.0	0.0	 12
1.0012849945495657	0.0	0.0	0.0	11.0	1.0	12.0	1.0	1.0	0.0	 12
1.0022278617847136	0.0	0.0	0.0	11.0	1.0	11.0	1.0	1.0	0.0	 12
1.004731508498076	0.0	0.0	0.0	11.0	1.0	12.0	1.0	1.0	0.0	 3
1.0076933087909725	0.0	0.0	0.0	11.0	1.0	11.0	1.0	1.0	0.0	 12
1.011033869814113	0.0	0.0	0.0	11.0	1.0	10.0	1.0	1.0	0.0	 12
1.0171590477038963	0.0	0.0	0.0	11.0	1.0	11.0	1.0	1.0	0.0	 3
1.020633109556382	0.0	0.0	0.0	11.0	1.0	12.0	1.0	1.0	0.0	 3
1.027868719407874	0.0	0.0	0.0	11.0	1.0	13.0	1.0	1.0	0.0	 3
1.033913068950809	0.0	0.0	0.0	11.0	1.0	14.0	1.0	1.0	0.0	 3
1.0457044263380566	0.0	0.0	0.0	11.0	1.0	13.0	1.0	1.0	0.0	 12
1.062061603627019	0.0	0.0	0.0	11.0	1.0	14.0	1.0	1.0	0.0	 3
1.078305638185821	0.0	0.0	0.0	11.0	1.0	13.0	1.0	1.0	0.0	 12
1.0877184966210405	0.0	0.0	0.0	11.0	1.0	14.0	1.0	1.0	0.0	 3
1.0934984449010412	0.0	0.0	0.0	11.0	1.0	15.0	1.0	1.0	0.0	 3
1.1016659905237751	0.0	0.0	0.0	10.0	1.0	15.0	1.0	1.0	0.0	 11
1.1105396144917792	0.0	0.0	0.0	10.0	1.0	14.0	1.0	1.0	0.0	 12
1.1460020197096124	0.0	0.0	0.0	10.0	1.0	13.0	1.0	1.0	0.0	 12
1.1464153634592962	0.0	0.0	1.0	10.0	1.0	14.0	1.0	0.0	0.0	 8
1.1484815186161446	0.0	0.0	1.0	11.0	1.0	14.0	1.0	0.0	0.0	 2
1.1558583930059907	0.0	0.0	1.0	11.0	1.0	13.0	1.0	0.0	0.0	 12
1.1584835374431985	0.0	0.0	1.0	11.0	1.0	14.0	1.0	0.0	0.0	 3
1.1623262121892664	0.0	0.0	1.0	11.0	1.0	15.0	1.0	0.0	0.0	 3
1.1661402781787276	0.0	0.0	1.0	12.0	1.0	15.0	1.0	0.0	0.0	 2
1.1762549422124906	0.0	0.0	1.0	13.0	1.0	15.0	1.0	0.0	0.0	 2
1.1811546203567802	0.0	0.0	1.0	13.0	1.0	16.0	1.0	0.0	0.0	 3
1.1853835247174047	0.0	0.0	1.0	14.0	1.0	16.0	1.0	0.0	0.0	 2
1.190027247901532	0.0	0.0	1.0	15.0	1.0	16.0	1.0	0.0	0.0	 2
1.1906318145792323	0.0	0.0	1.0	15.0	1.0	17.0	1.0	0.0	0.0	 3
1.1983045684840123	0.0	0.0	1.0	14.0	1.0	17.0	1.0	0.0	0.0	 11
1.19996291358241	0.0	0.0	1.0	15.0	1.0	17.0	1.0	0.0	0.0	 2
1.2011592647358387	0.0	0.0	1.0	15.0	1.0	16.0	1.0	0.0	0.0	 12
1.2073835403816962	0.0	0.0	1.0	16.0	1.0	16.0	1.0	0.0	0.0	 2
1.2076887057504684	0.0	0.0	1.0	15.0	1.0	16.0	1.0	0.0	0.0	 11
1.208905039310861	0.0	0.0	1.0	16.0	1.0	16.0	1.0	0.0	0.0	 2
1.2117688475378467	0.0	0.0	1.0	16.0	1.0	15.0	1.0	0.0	0.0	 12
1.2180428607442795	0.0	0.0	1.0	16.0	1.0	14.0	1.0	0.0	0.0	 12
1.2198588826795715	0.0	0.0	1.0	17.0	1.0	14.0	1.0	0.0	0.0	 2
1.223458630491778	0.0	0.0	1.0	18.0	1.0	14.0	1.0	0.0	0.0	 2
1.2268092233488703	0.0	0.0	1.0	19.0	1.0	14.0	1.0	0.0	0.0	 2
1.227225832474136	0.0	0.0	1.0	20.0	1.0	14.0	1.0	0.0	0.0	 2
1.2314171167761867	0.0	0.0	1.0	19.0	1.0	14.0	1.0	0.0	0.0	 11
1.2389874934126923	0.0	0.0	1.0	19.0	1.0	15.0	1.0	0.0	0.0	 3
1.2439530811743573	0.0	0.0	1.0	20.0	1.0	15.0	1.0	0.0	0.0	 2
1.249754681151973	0.0	0.0	1.0	20.0	1.0	14.0	1.0	0.0	0.0	 12
1.250620993304499	0.0	0.0	1.0	20.0	1.0	15.0	1.0	0.0	0.0	 3
1.2506255617468063	0.0	0.0	1.0	20.0	1.0	16.0	1.0	0.0	0.0	 3
1.2524229358019983	0.0	0.0	1.0	20.0	1.0	15.0	1.0	0.0	0.0	 12
1.2551781238238877	0.0	0.0	1.0	21.0	1.0	15.0	1.0	0.0	0.0	 2
1.256676966051169	0.0	0.0	1.0	21.0	1.0	16.0	1.0	0.0	0.0	 3
1.2570007888417731	0.0	0.0	1.0	22.0	1.0	16.0	1.0	0.0	0.0	 2
1.2655664066701087	0.0	0.0	1.0	23.0	1.0	16.0	1.0	0.0	0.0	 2
1.268148975633216	0.0	0.0	1.0	23.0	1.0	17.0	1.0	0.0	0.0	 3
1.2755107684100044	0.0	0.0	1.0	23.0	1.0	18.0	1.0	0.0	0.0	 3
1.2772282884514	0.0	0.0	1.0	23.0	1.0	19.0	1.0	0.0	0.0	 3
1.2790099489636537	0.0	0.0	1.0	24.0	1.0	19.0	1.0	0.0	0.0	 2
1.2830950104447403	0.0	0.0	1.0	24.0	1.0	20.0	1.0	0.0	0.0	 3
1.291674672138001	0.0	0.0	1.0	24.0	1.0	21.0	1.0	0.0	0.0	 3
1.2921438709906035	0.0	0.0	1.0	24.0	1.0	20.0	1.0	0.0	0.0	 12
1.2959447217571056	0.0	0.0	1.0	25.0	1.0	20.0	1.0	0.0	0.0	 2
1.3017830248046423	0.0	0.0	1.0	25.0	1.0	19.0	1.0	0.0	0.0	 12
1.301793346144722	0.0	0.0	1.0	26.0	1.0	19.0	1.0	0.0	0.0	 2
1.303923184634702	0.0	0.0	1.0	27.0	1.0	19.0	1.0	0.0	0.0	 2
1.3050048235253193	0.0	0.0	1.0	27.0	1.0	20.0	1.0	0.0	0.0	 3
1.316089625958464	0.0	0.0	1.0	27.0	1.0	19.0	1.0	0.0	0.0	 12
1.3246746714229907	0.0	0.0	1.0	28.0	1.0	19.0	1.0	0.0	0.0	 2
1.329920400348189	0.0	0.0	1.0	29.0	1.0	19.0	1.0	0.0	0.0	 2
1.3320230603117584	0.0	0.0	1.0	29.0	1.0	18.0	1.0	0.0	0.0	 12
1.3344518941016899	0.0	0.0	1.0	30.0	1.0	18.0	1.0	0.0	0.0	 2
1.335889812831351	0.0	0.0	1.0	31.0	1.0	18.0	1.0	0.0	0.0	 2
1.3423437170590151	0.0	0.0	1.0	32.0	1.0	18.0	1.0	0.0	0.0	 2
1.3476297373903579	0.0	0.0	1.0	32.0	1.0	17.0	1.0	0.0	0.0	 12
1.356843461909501	0.0	0.0	1.0	33.0	1.0	17.0	1.0	0.0	0.0	 2
1.3598225654484373	0.0	0.0	1.0	33.0	1.0	18.0	1.0	0.0	0.0	 3
1.3617074105295064	0.0	0.0	1.0	33.0	1.0	17.0	1.0	0.0	0.0	 12
1.3637782136522125	0.0	0.0	1.0	32.0	1.0	17.0	1.0	0.0	0.0	 11
1.3669189741617722	0.0	0.0	1.0	32.0	1.0	16.0	1.0	0.0	0.0	 12
1.3670187967914142	0.0	0.0	1.0	32.0	1.0	15.0	1.0	0.0	0.0	 12
1.3731090235939871	0.0	0.0	1.0	33.0	1.0	15.0	1.0	0.0	0.0	 2
1.3753106398985504	0.0	0.0	1.0	34.0	1.0	15.0	1.0	0.0	0.0	 2
1.378370108008306	0.0	0.0	1.0	35.0	1.0	15.0	1.0	0.0	0.0	 2
1.3788281470460644	0.0	0.0	1.0	35.0	1.0	14.0	1.0	0.0	0.0	 12
1.3805142186225159	0.0	0.0	1.0	36.0	1.0	14.0	1.0	0.0	0.0	 2
1.3897758701241374	0.0	0.0	1.0	36.0	1.0	15.0	1.0	0.0	0.0	 3
1.3902053968188166	0.0	0.0	1.0	36.0	1.0	14.0	1.0	0.0	0.0	 12
1.3902282644998907	0.0	0.0	1.0	37.0	1.0	14.0	1.0	0.0	0.0	 2
1.3914611751536712	0.0	0.0	1.0	37.0	1.0	15.0	1.0	0.0	0.0	 3
1.3930829834082745	0.0	0.0	1.0	37.0	1.0	16.0	1.0	0.0	0.0	 3
1.3943712244730226	0.0	0.0	1.0	37.0	1.0	17.0	1.0	0.0	0.0	 3
1.39455542708234	0.0	0.0	1.0	37.0	1.0	16.0	1.0	0.0	0.0	 12
1.3987914216877573	0.0	0.0	1.0	36.0	1.0	16.0	1.0	0.0	0.0	 11
1.3991124046395529	0.0	0.0	1.0	36.0	1.0	17.0	1.0	0.0	0.0	 3
1.4009922960280181	0.0	0.0	1.0	36.0	1.0	16.0	1.0	0.0	0.0	 12
1.4032629687306808	0.0	0.0	1.0	35.0	1.0	16.0	1.0	0.0	0.0	 11
1.4044100605792116	0.0	0.0	1.0	36.0	1.0	16.0	1.0	0.0	0.0	 2
1.4256421003438648	0.0	0.0	1.0	36.0	1.0	17.0	1.0	0.0	0.0	 3
1.434390011194722	0.0	0.0	1.0	36.0	1.0	18.0	1.0	0.0	0.0	 3
1.4347255880566858	0.0	0.0	1.0	36.0	1.0	17.0	1.0	0.0	0.0	 12
1.435919497731207	0.0	0.0	1.0	37.0	1.0	17.0	1.0	0.0	0.0	 2
1.4401450540169178	0.0	0.0	1.0	38.0	1.0	17.0	1.0	0.0	0.0	 2
1.4432052656265213	0.0	0.0	1.0	38.0	1.0	18.0	1.0	0.0	0.0	 3
1.445349561486717	0.0	0.0	1.0	39.0	1.0	18.0	1.0	0.0	0.0	 2
