# reactions: 3
Time	S	I	R	N	Fired Reaction
6.226271830134943	36.0	25.0	39.0	100.0	 1
6.228473532218286	35.0	26.0	39.0	100.0	 1
6.23452875095033	36.0	26.0	38.0	100.0	 3
6.237389423408214	35.0	27.0	38.0	100.0	 1
6.241673477325162	35.0	26.0	39.0	100.0	 2
6.2449272159792475	34.0	27.0	39.0	100.0	 1
6.2491640873412795	35.0	27.0	38.0	100.0	 3
6.250164422708018	34.0	28.0	38.0	100.0	 1
6.263929005881046	35.0	28.0	37.0	100.0	 3
6.264775497193141	35.0	27.0	38.0	100.0	 2
6.2760994296199835	34.0	28.0	38.0	100.0	 1
6.3025657791393614	34.0	27.0	39.0	100.0	 2
6.310008905229178	33.0	28.0	39.0	100.0	 1
6.316027760787427	32.0	29.0	39.0	100.0	 1
6.321849118173072	33.0	29.0	38.0	100.0	 3
6.337469375116867	34.0	29.0	37.0	100.0	 3
6.340807790849667	33.0	30.0	37.0	100.0	 1
6.351604587685705	32.0	31.0	37.0	100.0	 1
6.360570288868094	33.0	31.0	36.0	100.0	 3
6.366452206817563	34.0	31.0	35.0	100.0	 3
6.381605654863303	33.0	32.0	35.0	100.0	 1
6.382428101523273	34.0	32.0	34.0	100.0	 3
6.383720963430579	34.0	31.0	35.0	100.0	 2
6.407238433292752	33.0	32.0	35.0	100.0	 1
6.423406638370529	33.0	31.0	36.0	100.0	 2
6.435890588935299	32.0	32.0	36.0	100.0	 1
6.436290082506233	31.0	33.0	36.0	100.0	 1
6.49731789406922	31.0	32.0	37.0	100.0	 2
6.500202143660024	31.0	31.0	38.0	100.0	 2
6.502087470352653	30.0	32.0	38.0	100.0	 1
6.516889335069925	29.0	33.0	38.0	100.0	 1
6.528625063268578	30.0	33.0	37.0	100.0	 3
6.542981417495634	30.0	32.0	38.0	100.0	 2
6.562056223883997	29.0	33.0	38.0	100.0	 1
6.577057373057116	28.0	34.0	38.0	100.0	 1
6.582242689291953	27.0	35.0	38.0	100.0	 1
6.589161942649873	27.0	34.0	39.0	100.0	 2
6.603488770580969	28.0	34.0	38.0	100.0	 3
6.629825334679433	28.0	33.0	39.0	100.0	 2
6.648032083631688	29.0	33.0	38.0	100.0	 3
6.651204386392283	29.0	32.0	39.0	100.0	 2
6.675631392389981	29.0	31.0	40.0	100.0	 2
6.675853081031414	29.0	30.0	41.0	100.0	 2
6.730402075392361	29.0	29.0	42.0	100.0	 2
6.764544558971108	30.0	29.0	41.0	100.0	 3
6.767878296493518	30.0	28.0	42.0	100.0	 2
6.7715880469067855	31.0	28.0	41.0	100.0	 3
6.771900525591909	31.0	27.0	42.0	100.0	 2
6.773011963796005	32.0	27.0	41.0	100.0	 3
6.780224755488431	32.0	26.0	42.0	100.0	 2
6.781222746552916	31.0	27.0	42.0	100.0	 1
6.784981364365445	31.0	26.0	43.0	100.0	 2
6.787480779520554	31.0	25.0	44.0	100.0	 2
6.795950459377691	31.0	24.0	45.0	100.0	 2
6.815810810093942	30.0	25.0	45.0	100.0	 1
6.82605328858176	30.0	24.0	46.0	100.0	 2
6.876119722691557	30.0	23.0	47.0	100.0	 2
6.936421720272208	29.0	24.0	47.0	100.0	 1
6.9791699010474755	29.0	23.0	48.0	100.0	 2
7.019866986657645	30.0	23.0	47.0	100.0	 3
7.038598211553335	30.0	22.0	48.0	100.0	 2
7.057282178014623	30.0	21.0	49.0	100.0	 2
7.072328421926599	29.0	22.0	49.0	100.0	 1
7.076200555582647	29.0	21.0	50.0	100.0	 2
7.085026774342061	29.0	20.0	51.0	100.0	 2
7.088734500497025	30.0	20.0	50.0	100.0	 3
7.123843518450553	30.0	19.0	51.0	100.0	 2
7.143771143789938	31.0	19.0	50.0	100.0	 3
7.144385789448878	31.0	18.0	51.0	100.0	 2
7.1502458522147165	30.0	19.0	51.0	100.0	 1
7.155511941003256	31.0	19.0	50.0	100.0	 3
7.191727305619644	32.0	19.0	49.0	100.0	 3
7.229034199846367	31.0	20.0	49.0	100.0	 1
7.241729463560334	32.0	20.0	48.0	100.0	 3
7.261111815886364	31.0	21.0	48.0	100.0	 1
7.26379024887014	32.0	21.0	47.0	100.0	 3
7.272277558658343	33.0	21.0	46.0	100.0	 3
7.30374791818154	34.0	21.0	45.0	100.0	 3
7.319346697086327	33.0	22.0	45.0	100.0	 1
7.345885271006051	33.0	21.0	46.0	100.0	 2
7.3692587827730724	33.0	20.0	47.0	100.0	 2
7.373608072347475	34.0	20.0	46.0	100.0	 3
7.383526370059097	34.0	19.0	47.0	100.0	 2
7.397284700452521	34.0	18.0	48.0	100.0	 2
7.429445036794292	34.0	17.0	49.0	100.0	 2
7.449323982362663	35.0	17.0	48.0	100.0	 3
7.461946985433499	36.0	17.0	47.0	100.0	 3
7.519600401924216	36.0	16.0	48.0	100.0	 2
7.520456527970742	36.0	15.0	49.0	100.0	 2
7.52228963779839	35.0	16.0	49.0	100.0	 1
7.555780367344785	34.0	17.0	49.0	100.0	 1
7.558167512592119	34.0	16.0	50.0	100.0	 2
7.560594191701513	34.0	15.0	51.0	100.0	 2
7.570956063727379	33.0	16.0	51.0	100.0	 1
7.576628263946844	34.0	16.0	50.0	100.0	 3
7.577762380073541	33.0	17.0	50.0	100.0	 1
7.582984899183616	32.0	18.0	50.0	100.0	 1
7.584144561916737	31.0	19.0	50.0	100.0	 1
7.612513878950394	30.0	20.0	50.0	100.0	 1
7.63729001058503	29.0	21.0	50.0	100.0	 1
7.660836241899303	30.0	21.0	49.0	100.0	 3
7.662084357127297	29.0	22.0	49.0	100.0	 1
7.664367685919067	30.0	22.0	48.0	100.0	 3
7.68259405681214	31.0	22.0	47.0	100.0	 3
7.691558886178821	32.0	22.0	46.0	100.0	 3
7.7062549715819015	31.0	23.0	46.0	100.0	 1
7.712909342333135	31.0	22.0	47.0	100.0	 2
7.71658578560153	32.0	22.0	46.0	100.0	 3
7.733236128515194	31.0	23.0	46.0	100.0	 1
7.7334429035438665	31.0	22.0	47.0	100.0	 2
7.750096016610515	30.0	23.0	47.0	100.0	 1
7.752233175078131	30.0	22.0	48.0	100.0	 2
7.776772477702558	30.0	21.0	49.0	100.0	 2
7.7959039272762745	31.0	21.0	48.0	100.0	 3
7.815123247257406	30.0	22.0	48.0	100.0	 1
7.816295060138813	31.0	22.0	47.0	100.0	 3
7.851206597049314	32.0	22.0	46.0	100.0	 3
7.856433830673785	31.0	23.0	46.0	100.0	 1
7.877465683951909	30.0	24.0	46.0	100.0	 1
7.8887220530152975	31.0	24.0	45.0	100.0	 3
7.908220715122698	31.0	23.0	46.0	100.0	 2
7.9087822701943	31.0	22.0	47.0	100.0	 2
7.930521642713506	32.0	22.0	46.0	100.0	 3
7.931977122755963	31.0	23.0	46.0	100.0	 1
7.932222471268732	30.0	24.0	46.0	100.0	 1
7.944268086157106	29.0	25.0	46.0	100.0	 1
7.953696562295764	29.0	24.0	47.0	100.0	 2
7.960021518516326	29.0	23.0	48.0	100.0	 2
7.965634077868042	29.0	22.0	49.0	100.0	 2
7.967729716758347	28.0	23.0	49.0	100.0	 1
7.980408538526645	28.0	22.0	50.0	100.0	 2
8.003890932034972	29.0	22.0	49.0	100.0	 3
8.004518924326309	29.0	21.0	50.0	100.0	 2
8.010269053222173	30.0	21.0	49.0	100.0	 3
8.015280514816785	30.0	20.0	50.0	100.0	 2
8.01538520953089	30.0	19.0	51.0	100.0	 2
8.030050099213636	31.0	19.0	50.0	100.0	 3
8.103494005923622	30.0	20.0	50.0	100.0	 1
8.11917101757244	30.0	19.0	51.0	100.0	 2
8.12115501533893	31.0	19.0	50.0	100.0	 3
8.12670948241885	32.0	19.0	49.0	100.0	 3
8.13275174418873	33.0	19.0	48.0	100.0	 3
8.14230949737281	33.0	18.0	49.0	100.0	 2
8.14827075700183	34.0	18.0	48.0	100.0	 3
8.14932250742434	34.0	17.0	49.0	100.0	 2
8.170807504316649	33.0	18.0	49.0	100.0	 1
8.171771530789883	32.0	19.0	49.0	100.0	 1
8.183835515696815	31.0	20.0	49.0	100.0	 1
8.18614745670051	31.0	19.0	50.0	100.0	 2
8.186286820203131	32.0	19.0	49.0	100.0	 3
8.18825282630178	33.0	19.0	48.0	100.0	 3
8.192248770042918	34.0	19.0	47.0	100.0	 3
8.198885797809988	33.0	20.0	47.0	100.0	 1
8.200023688259996	34.0	20.0	46.0	100.0	 3
8.21554553487432	33.0	21.0	46.0	100.0	 1
8.238844177586191	32.0	22.0	46.0	100.0	 1
8.2638658325783	33.0	22.0	45.0	100.0	 3
8.278661675485832	34.0	22.0	44.0	100.0	 3
8.281982766463221	35.0	22.0	43.0	100.0	 3
8.295673325449172	35.0	21.0	44.0	100.0	 2
8.302781103500212	34.0	22.0	44.0	100.0	 1
8.313827706779664	33.0	23.0	44.0	100.0	 1
8.317441580444385	32.0	24.0	44.0	100.0	 1
8.335177039481808	33.0	24.0	43.0	100.0	 3
8.336389515359619	33.0	23.0	44.0	100.0	 2
8.342334131991299	32.0	24.0	44.0	100.0	 1
8.359564328247512	33.0	24.0	43.0	100.0	 3
8.361733221559732	34.0	24.0	42.0	100.0	 3
8.366147770051905	33.0	25.0	42.0	100.0	 1
8.376078548760761	33.0	24.0	43.0	100.0	 2
8.390223341113433	33.0	23.0	44.0	100.0	 2
8.393786023427618	34.0	23.0	43.0	100.0	 3
8.40289153287547	35.0	23.0	42.0	100.0	 3
8.40712485446799	35.0	22.0	43.0	100.0	 2
8.43204498420366	34.0	23.0	43.0	100.0	 1
8.452839268721604	35.0	23.0	42.0	100.0	 3
8.453373284942044	34.0	24.0	42.0	100.0	 1
8.464269074609016	33.0	25.0	42.0	100.0	 1
8.469479599932903	33.0	24.0	43.0	100.0	 2
8.478766674525048	34.0	24.0	42.0	100.0	 3
8.489618634650496	35.0	24.0	41.0	100.0	 3
8.50071936143172	34.0	25.0	41.0	100.0	 1
8.526151399297277	34.0	24.0	42.0	100.0	 2
8.530044993103488	34.0	23.0	43.0	100.0	 2
8.548340079567508	35.0	23.0	42.0	100.0	 3
8.58460217112562	36.0	23.0	41.0	100.0	 3
8.593528661754613	37.0	23.0	40.0	100.0	 3
8.597777027938404	38.0	23.0	39.0	100.0	 3
8.608462674982118	38.0	22.0	40.0	100.0	 2
8.624675989966924	39.0	22.0	39.0	100.0	 3
8.6259520547912	40.0	22.0	38.0	100.0	 3
8.638886319481914	41.0	22.0	37.0	100.0	 3
8.6420982551085	42.0	22.0	36.0	100.0	 3
8.672508111115246	43.0	22.0	35.0	100.0	 3
8.673621422604946	44.0	22.0	34.0	100.0	 3
8.682385256201927	44.0	21.0	35.0	100.0	 2
8.689576082672517	43.0	22.0	35.0	100.0	 1
8.693978604150047	42.0	23.0	35.0	100.0	 1
8.703945702865015	41.0	24.0	35.0	100.0	 1
8.712105899996242	40.0	25.0	35.0	100.0	 1
8.728345422373808	41.0	25.0	34.0	100.0	 3
8.728785454524873	42.0	25.0	33.0	100.0	 3
8.74241838345637	43.0	25.0	32.0	100.0	 3
8.765630942916502	43.0	24.0	33.0	100.0	 2
8.766281753708197	44.0	24.0	32.0	100.0	 3
8.770289275635132	44.0	23.0	33.0	100.0	 2
8.77672176598084	44.0	22.0	34.0	100.0	 2
8.781074399605112	45.0	22.0	33.0	100.0	 3
8.794919615214466	44.0	23.0	33.0	100.0	 1
8.805795234142266	45.0	23.0	32.0	100.0	 3
8.80699953146054	44.0	24.0	32.0	100.0	 1
8.818391230117147	44.0	23.0	33.0	100.0	 2
8.830088013018578	45.0	23.0	32.0	100.0	 3
8.84290273224234	46.0	23.0	31.0	100.0	 3
8.872258174328643	45.0	24.0	31.0	100.0	 1
8.89117712587486	46.0	24.0	30.0	100.0	 3
8.903596051376306	47.0	24.0	29.0	100.0	 3
8.913874511436887	46.0	25.0	29.0	100.0	 1
8.920924837887256	45.0	26.0	29.0	100.0	 1
8.932642022394589	46.0	26.0	28.0	100.0	 3
8.94399848457987	46.0	25.0	29.0	100.0	 2
8.946830424219518	47.0	25.0	28.0	100.0	 3
8.97695074406866	46.0	26.0	28.0	100.0	 1
9.009008256050835	45.0	27.0	28.0	100.0	 1
9.045528735874887	46.0	27.0	27.0	100.0	 3
9.048188327868502	45.0	28.0	27.0	100.0	 1
9.048772589732474	46.0	28.0	26.0	100.0	 3
9.063206123614187	45.0	29.0	26.0	100.0	 1
9.065187018881513	45.0	28.0	27.0	100.0	 2
9.073860993067637	45.0	27.0	28.0	100.0	 2
9.075775426803403	45.0	26.0	29.0	100.0	 2
9.087880998343794	46.0	26.0	28.0	100.0	 3
9.092518838721565	47.0	26.0	27.0	100.0	 3
9.093061624148499	48.0	26.0	26.0	100.0	 3
9.093438805264777	48.0	25.0	27.0	100.0	 2
9.095614716235396	49.0	25.0	26.0	100.0	 3
9.09923987440006	48.0	26.0	26.0	100.0	 1
9.113955091535358	49.0	26.0	25.0	100.0	 3
9.118085189639118	50.0	26.0	24.0	100.0	 3
9.127733789171018	49.0	27.0	24.0	100.0	 1
9.14265544278111	49.0	26.0	25.0	100.0	 2
9.17090814727642	48.0	27.0	25.0	100.0	 1
9.176798916172801	49.0	27.0	24.0	100.0	 3
9.208069120752626	50.0	27.0	23.0	100.0	 3
9.219585796852112	51.0	27.0	22.0	100.0	 3
9.23921828328735	51.0	26.0	23.0	100.0	 2
9.273773475217054	52.0	26.0	22.0	100.0	 3
9.287063538355742	52.0	25.0	23.0	100.0	 2
9.288739270221642	52.0	24.0	24.0	100.0	 2
9.292601101552377	53.0	24.0	23.0	100.0	 3
9.305972846133143	52.0	25.0	23.0	100.0	 1
9.330154843489964	51.0	26.0	23.0	100.0	 1
9.333366120510034	51.0	25.0	24.0	100.0	 2
9.33723643431972	50.0	26.0	24.0	100.0	 1
9.358521134253996	50.0	25.0	25.0	100.0	 2
9.365416534836786	50.0	24.0	26.0	100.0	 2
9.368340665669946	49.0	25.0	26.0	100.0	 1
9.368821227504414	50.0	25.0	25.0	100.0	 3
9.384182995671205	51.0	25.0	24.0	100.0	 3
9.389773001760283	51.0	24.0	25.0	100.0	 2
9.391695983575632	52.0	24.0	24.0	100.0	 3
9.399619839431898	51.0	25.0	24.0	100.0	 1
9.411447851494582	50.0	26.0	24.0	100.0	 1
9.434715417032907	49.0	27.0	24.0	100.0	 1
9.4422255496658	50.0	27.0	23.0	100.0	 3
9.454768549358196	51.0	27.0	22.0	100.0	 3
9.456981964442445	50.0	28.0	22.0	100.0	 1
9.470294292112058	50.0	27.0	23.0	100.0	 2
9.471454259276264	50.0	26.0	24.0	100.0	 2
9.475234895222147	49.0	27.0	24.0	100.0	 1
9.510931521344984	48.0	28.0	24.0	100.0	 1
9.52746374458202	47.0	29.0	24.0	100.0	 1
9.549605943705169	46.0	30.0	24.0	100.0	 1
9.558106352324868	46.0	29.0	25.0	100.0	 2
9.562637175301036	45.0	30.0	25.0	100.0	 1
9.5716680668987	44.0	31.0	25.0	100.0	 1
9.572177851102508	44.0	30.0	26.0	100.0	 2
9.575541181960515	43.0	31.0	26.0	100.0	 1
9.577549767055562	42.0	32.0	26.0	100.0	 1
9.580049796531194	42.0	31.0	27.0	100.0	 2
9.590759780994894	41.0	32.0	27.0	100.0	 1
9.595820962936584	40.0	33.0	27.0	100.0	 1
9.606968605126575	39.0	34.0	27.0	100.0	 1
9.608052666009401	38.0	35.0	27.0	100.0	 1
9.647550947709847	38.0	34.0	28.0	100.0	 2
9.65502449763539	39.0	34.0	27.0	100.0	 3
9.65961980403719	39.0	33.0	28.0	100.0	 2
9.670465982522476	40.0	33.0	27.0	100.0	 3
9.69473468469737	40.0	32.0	28.0	100.0	 2
9.700840767525225	41.0	32.0	27.0	100.0	 3
9.71998038558459	41.0	31.0	28.0	100.0	 2
9.726013166510281	42.0	31.0	27.0	100.0	 3
9.736734950046625	42.0	30.0	28.0	100.0	 2
9.752522771031359	41.0	31.0	28.0	100.0	 1
9.79287942613116	41.0	30.0	29.0	100.0	 2
9.798101913129182	41.0	29.0	30.0	100.0	 2
9.801010099803644	41.0	28.0	31.0	100.0	 2
9.82248076608563	42.0	28.0	30.0	100.0	 3
9.835890903109734	41.0	29.0	30.0	100.0	 1
9.848602786935684	41.0	28.0	31.0	100.0	 2
9.859086323004766	42.0	28.0	30.0	100.0	 3
9.876760601366628	42.0	27.0	31.0	100.0	 2
9.883517183121928	43.0	27.0	30.0	100.0	 3
9.89556386883576	44.0	27.0	29.0	100.0	 3
9.90180425279267	43.0	28.0	29.0	100.0	 1
9.90521737504825	43.0	27.0	30.0	100.0	 2
9.933998127103363	44.0	27.0	29.0	100.0	 3
9.970782438382104	44.0	26.0	30.0	100.0	 2
10.005234158344999	45.0	26.0	29.0	100.0	 3
10.031243208737232	45.0	25.0	30.0	100.0	 2
10.03162565922985	44.0	26.0	30.0	100.0	 1
10.038965981505475	43.0	27.0	30.0	100.0	 1
10.045783635537692	44.0	27.0	29.0	100.0	 3
10.068549247817227	43.0	28.0	29.0	100.0	 1
10.099769996704428	43.0	27.0	30.0	100.0	 2
10.110603950053356	44.0	27.0	29.0	100.0	 3
10.144424484083896	44.0	26.0	30.0	100.0	 2
10.148758697361698	43.0	27.0	30.0	100.0	 1
10.178641645001463	42.0	28.0	30.0	100.0	 1
10.188395517505539	43.0	28.0	29.0	100.0	 3
10.198531203692246	42.0	29.0	29.0	100.0	 1
10.208835551470534	43.0	29.0	28.0	100.0	 3
10.210302346613192	43.0	28.0	29.0	100.0	 2
10.251801220368153	44.0	28.0	28.0	100.0	 3
10.266121525583236	44.0	27.0	29.0	100.0	 2
10.275877037923074	43.0	28.0	29.0	100.0	 1
10.289041552044015	44.0	28.0	28.0	100.0	 3
10.292223583379604	43.0	29.0	28.0	100.0	 1
10.29658655858743	44.0	29.0	27.0	100.0	 3
10.308560631682036	43.0	30.0	27.0	100.0	 1
10.325163170326158	43.0	29.0	28.0	100.0	 2
10.366193889887349	42.0	30.0	28.0	100.0	 1
10.401289201943205	41.0	31.0	28.0	100.0	 1
10.401584233404414	41.0	30.0	29.0	100.0	 2
10.469168309618594	40.0	31.0	29.0	100.0	 1
10.471639074822917	41.0	31.0	28.0	100.0	 3
10.473027855399984	42.0	31.0	27.0	100.0	 3
10.514168725818665	43.0	31.0	26.0	100.0	 3
10.541912301304762	42.0	32.0	26.0	100.0	 1
10.54604616452685	42.0	31.0	27.0	100.0	 2
10.554715273030787	42.0	30.0	28.0	100.0	 2
10.581143886803453	43.0	30.0	27.0	100.0	 3
10.593985944889926	43.0	29.0	28.0	100.0	 2
10.598948900379634	44.0	29.0	27.0	100.0	 3
10.602627610937333	44.0	28.0	28.0	100.0	 2
10.614350946768226	44.0	27.0	29.0	100.0	 2
10.618093121217742	43.0	28.0	29.0	100.0	 1
10.647092510650626	42.0	29.0	29.0	100.0	 1
10.648433668362674	43.0	29.0	28.0	100.0	 3
10.671478423482549	42.0	30.0	28.0	100.0	 1
10.674221602954661	42.0	29.0	29.0	100.0	 2
10.678827635132935	41.0	30.0	29.0	100.0	 1
10.701466103781572	41.0	29.0	30.0	100.0	 2
10.710154657690861	41.0	28.0	31.0	100.0	 2
10.725933325935037	42.0	28.0	30.0	100.0	 3
10.728879245745492	42.0	27.0	31.0	100.0	 2
10.729928689525822	41.0	28.0	31.0	100.0	 1
10.742794723874288	42.0	28.0	30.0	100.0	 3
10.765365760100504	43.0	28.0	29.0	100.0	 3
10.78751958672062	43.0	27.0	30.0	100.0	 2
10.790785300489716	43.0	26.0	31.0	100.0	 2
10.81197331054885	44.0	26.0	30.0	100.0	 3
10.81824835227789	44.0	25.0	31.0	100.0	 2
10.827842705985603	45.0	25.0	30.0	100.0	 3
10.83285159290188	46.0	25.0	29.0	100.0	 3
10.88987119461598	47.0	25.0	28.0	100.0	 3
10.89277939870787	48.0	25.0	27.0	100.0	 3
10.901157501940933	48.0	24.0	28.0	100.0	 2
10.904054544120747	47.0	25.0	28.0	100.0	 1
10.907468537105109	47.0	24.0	29.0	100.0	 2
10.924572586680128	46.0	25.0	29.0	100.0	 1
10.93947631917007	45.0	26.0	29.0	100.0	 1
10.943183837666849	45.0	25.0	30.0	100.0	 2
10.950345865881872	44.0	26.0	30.0	100.0	 1
11.001485668244062	45.0	26.0	29.0	100.0	 3
11.009411610261534	44.0	27.0	29.0	100.0	 1
11.035944613824029	44.0	26.0	30.0	100.0	 2
11.038296089959035	44.0	25.0	31.0	100.0	 2
11.046221098002066	45.0	25.0	30.0	100.0	 3
11.063085551388891	45.0	24.0	31.0	100.0	 2
11.063956929550848	45.0	23.0	32.0	100.0	 2
11.067044827430347	46.0	23.0	31.0	100.0	 3
11.081309045331558	46.0	22.0	32.0	100.0	 2
11.08601301051686	47.0	22.0	31.0	100.0	 3
11.09808347680031	46.0	23.0	31.0	100.0	 1
11.105962810065433	46.0	22.0	32.0	100.0	 2
11.118505371774441	46.0	21.0	33.0	100.0	 2
11.15621083711009	46.0	20.0	34.0	100.0	 2
11.189878723134449	47.0	20.0	33.0	100.0	 3
11.200176109885177	46.0	21.0	33.0	100.0	 1
11.211392509093216	47.0	21.0	32.0	100.0	 3
11.229303511727432	48.0	21.0	31.0	100.0	 3
11.234095503834723	47.0	22.0	31.0	100.0	 1
11.23953687973445	46.0	23.0	31.0	100.0	 1
11.254211282261096	47.0	23.0	30.0	100.0	 3
11.270277635494622	47.0	22.0	31.0	100.0	 2
11.297476503230012	48.0	22.0	30.0	100.0	 3
11.299372422926862	49.0	22.0	29.0	100.0	 3
11.301461283299101	50.0	22.0	28.0	100.0	 3
11.30594942933313	49.0	23.0	28.0	100.0	 1
11.321089262280505	48.0	24.0	28.0	100.0	 1
11.334053386451943	48.0	23.0	29.0	100.0	 2
11.35958169314645	47.0	24.0	29.0	100.0	 1
11.389055860345493	46.0	25.0	29.0	100.0	 1
11.392379838905843	46.0	24.0	30.0	100.0	 2
11.39950679704093	46.0	23.0	31.0	100.0	 2
11.409018336840962	46.0	22.0	32.0	100.0	 2
11.42241524299819	46.0	21.0	33.0	100.0	 2
11.423639801334945	47.0	21.0	32.0	100.0	 3
11.425829226672418	46.0	22.0	32.0	100.0	 1
11.44580843876256	46.0	21.0	33.0	100.0	 2
11.467988662140487	45.0	22.0	33.0	100.0	 1
11.468273239424613	46.0	22.0	32.0	100.0	 3
11.474541892642721	46.0	21.0	33.0	100.0	 2
11.515999153274619	47.0	21.0	32.0	100.0	 3
11.531973196167817	48.0	21.0	31.0	100.0	 3
11.575222737730472	49.0	21.0	30.0	100.0	 3
11.583056489260146	49.0	20.0	31.0	100.0	 2
11.590090200568115	50.0	20.0	30.0	100.0	 3
11.597622014684095	49.0	21.0	30.0	100.0	 1
11.599032341144483	48.0	22.0	30.0	100.0	 1
11.61650957863278	47.0	23.0	30.0	100.0	 1
11.61700717317387	46.0	24.0	30.0	100.0	 1
11.625001552131467	45.0	25.0	30.0	100.0	 1
11.62854723396836	44.0	26.0	30.0	100.0	 1
11.643443173703353	44.0	25.0	31.0	100.0	 2
11.643717276158192	44.0	24.0	32.0	100.0	 2
11.646333927503035	44.0	23.0	33.0	100.0	 2
11.64951266424401	44.0	22.0	34.0	100.0	 2
11.67623867949867	44.0	21.0	35.0	100.0	 2
11.681613329083458	44.0	20.0	36.0	100.0	 2
11.692009142310523	44.0	19.0	37.0	100.0	 2
11.69369251086381	45.0	19.0	36.0	100.0	 3
11.697264293587196	45.0	18.0	37.0	100.0	 2
11.795183267556922	44.0	19.0	37.0	100.0	 1
11.798314363153409	44.0	18.0	38.0	100.0	 2
11.819329945901279	44.0	17.0	39.0	100.0	 2
11.824291807980279	45.0	17.0	38.0	100.0	 3
11.846401431714128	44.0	18.0	38.0	100.0	 1
11.849905510256816	45.0	18.0	37.0	100.0	 3
11.876709164453125	45.0	17.0	38.0	100.0	 2
11.882471940922894	44.0	18.0	38.0	100.0	 1
11.890483077410574	43.0	19.0	38.0	100.0	 1
11.89317991631125	44.0	19.0	37.0	100.0	 3
11.916899995503321	45.0	19.0	36.0	100.0	 3
11.926449855581833	44.0	20.0	36.0	100.0	 1
11.930040988408402	44.0	19.0	37.0	100.0	 2
11.945245246344276	44.0	18.0	38.0	100.0	 2
11.950348686005459	43.0	19.0	38.0	100.0	 1
11.977149333391596	43.0	18.0	39.0	100.0	 2
11.978726827396725	44.0	18.0	38.0	100.0	 3
11.981919895198494	45.0	18.0	37.0	100.0	 3
11.998419866982697	46.0	18.0	36.0	100.0	 3
12.001176942094	47.0	18.0	35.0	100.0	 3
12.011013669395293	48.0	18.0	34.0	100.0	 3
12.017751292750496	48.0	17.0	35.0	100.0	 2
12.020450185073193	48.0	16.0	36.0	100.0	 2
12.046552341959197	49.0	16.0	35.0	100.0	 3
12.057954578948241	48.0	17.0	35.0	100.0	 1
12.081832068047452	49.0	17.0	34.0	100.0	 3
12.108070856144927	48.0	18.0	34.0	100.0	 1
12.108614775132873	49.0	18.0	33.0	100.0	 3
12.11000707662353	49.0	17.0	34.0	100.0	 2
12.120222116970163	50.0	17.0	33.0	100.0	 3
12.124641794801175	49.0	18.0	33.0	100.0	 1
12.14890441094275	50.0	18.0	32.0	100.0	 3
12.15879649029066	51.0	18.0	31.0	100.0	 3
12.162456967192428	51.0	17.0	32.0	100.0	 2
12.177378750899049	51.0	16.0	33.0	100.0	 2
12.181909088242458	50.0	17.0	33.0	100.0	 1
12.191512140186145	50.0	16.0	34.0	100.0	 2
12.217461746987215	50.0	15.0	35.0	100.0	 2
12.232265859340735	49.0	16.0	35.0	100.0	 1
12.251997528269428	50.0	16.0	34.0	100.0	 3
12.266057331292078	49.0	17.0	34.0	100.0	 1
12.314711877702408	50.0	17.0	33.0	100.0	 3
12.318604008751738	51.0	17.0	32.0	100.0	 3
12.362208061484962	51.0	16.0	33.0	100.0	 2
12.383747455159623	52.0	16.0	32.0	100.0	 3
12.385723317397948	51.0	17.0	32.0	100.0	 1
12.394465323277569	50.0	18.0	32.0	100.0	 1
12.400429660997098	50.0	17.0	33.0	100.0	 2
12.428355427533656	49.0	18.0	33.0	100.0	 1
12.435283839643974	50.0	18.0	32.0	100.0	 3
12.444787481518603	50.0	17.0	33.0	100.0	 2
12.466007732646407	51.0	17.0	32.0	100.0	 3
12.492017853493913	51.0	16.0	33.0	100.0	 2
12.500063605963657	52.0	16.0	32.0	100.0	 3
12.511354526307116	52.0	15.0	33.0	100.0	 2
12.532353126847775	51.0	16.0	33.0	100.0	 1
12.543213551195018	52.0	16.0	32.0	100.0	 3
12.549220014018912	52.0	15.0	33.0	100.0	 2
12.553482414918104	51.0	16.0	33.0	100.0	 1
12.555626458552727	50.0	17.0	33.0	100.0	 1
12.569942909666667	51.0	17.0	32.0	100.0	 3
12.581450102345066	50.0	18.0	32.0	100.0	 1
12.599168229220496	51.0	18.0	31.0	100.0	 3
12.602190747200485	50.0	19.0	31.0	100.0	 1
12.618500609177433	51.0	19.0	30.0	100.0	 3
12.625667604270424	52.0	19.0	29.0	100.0	 3
12.633999350610878	52.0	18.0	30.0	100.0	 2
12.649646710007746	51.0	19.0	30.0	100.0	 1
12.649841332322312	50.0	20.0	30.0	100.0	 1
12.658726761191822	51.0	20.0	29.0	100.0	 3
12.66650567469168	51.0	19.0	30.0	100.0	 2
12.67359128890925	51.0	18.0	31.0	100.0	 2
12.67839587242179	51.0	17.0	32.0	100.0	 2
12.686217863462163	50.0	18.0	32.0	100.0	 1
12.717884068624539	51.0	18.0	31.0	100.0	 3
12.723372219142036	52.0	18.0	30.0	100.0	 3
12.724262435337323	51.0	19.0	30.0	100.0	 1
12.741481815323574	50.0	20.0	30.0	100.0	 1
12.755931728088559	51.0	20.0	29.0	100.0	 3
12.757208513720443	51.0	19.0	30.0	100.0	 2
12.774132017593107	52.0	19.0	29.0	100.0	 3
12.782442322037415	52.0	18.0	30.0	100.0	 2
12.8	52.0	18.0	30.0	100.0	 0
